,s0_wip,s1_wip,s2_wip,s3_wip,total_wip,finish,state
819,0,0,0,0,0,5,正常
820,0,0,0,0,0,0,正常
821,0,0,0,0,0,0,正常
822,0,0,0,0,0,0,正常
823,0,0,0,0,0,0,正常
824,1,0,0,0,1,0,正常
825,0,1,0,0,1,0,正常
826,0,1,0,0,1,0,正常
827,0,0,1,0,1,0,正常
828,0,0,1,0,1,0,正常
829,0,0,1,0,1,0,正常
830,1,0,1,0,2,0,正常
831,0,1,1,0,2,0,正常
832,0,1,1,0,2,0,正常
833,0,0,2,0,2,0,正常
834,0,0,1,1,2,0,正常
835,0,0,1,1,2,0,正常
836,1,0,1,0,2,1,正常
837,0,1,1,0,2,1,正常
838,0,1,1,0,2,1,正常
839,0,0,2,0,2,1,正常
840,0,0,1,1,2,1,正常
841,0,0,1,1,2,1,正常
842,1,0,1,0,2,2,正常
843,0,1,1,0,2,2,正常
844,0,1,1,0,2,2,正常
845,0,0,2,0,2,2,正常
846,0,0,1,1,2,2,正常
847,0,0,1,1,2,2,正常
848,1,0,1,0,2,3,正常
849,0,1,1,0,2,3,正常
850,0,1,1,0,2,3,正常
851,0,0,2,0,2,3,正常
852,0,0,1,1,2,3,正常
853,0,0,1,1,2,3,正常
854,0,0,1,0,1,4,正常
855,0,0,1,0,1,4,正常
856,0,0,1,0,1,4,正常
857,0,0,1,0,1,4,正常
858,0,0,0,1,1,4,正常
859,0,0,0,1,1,4,正常
860,0,0,0,0,0,5,正常
